SiteID,DepthTop,DepthBot,Week,Rain,Longitude,Latitude,Easting,Northing,DEM,Slope,TWI,Total,K,T,U,Solar,NDVI_05,NDVI_50,NDVI_95,Rain_df_50,Rain_df_70,Rain_df_90,Rain_df_95,Rain_df_99,Rain_df_999,Day,ET20m,ET20m_df_50,ET20m_df_70,ET20m_df_90,ET20m_df_95,ET20m_df_99,ET20m_df_999,SM,Bucket,CLY,SLT,SND,SOC,Date
12,15,30,147,0.0,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,0.0,0.0,0.0,0.0,0.0,0.0,1029,1.6749142857142856,1.8438571428571429,1.8064,1.7263857142857142,1.723442857142857,1.7378,1.744557142857143,76.05394285714286,16.8807,15.2385,16.8992,67.8624,0.5907,2021-10-26
12,15,30,148,8.22857142857143,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,7.978828571428571,7.542842857142857,6.6888571428571435,5.997599999999999,4.563242857142857,4.152642857142857,1036,1.1142,1.3912,1.4901,1.5527142857142857,1.5652285714285714,1.584742857142857,1.5919428571428573,62.60348571428572,16.8807,15.2385,16.8992,67.8624,0.5907,2021-11-02
12,15,30,149,13.171428571428573,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,13.387485714285715,13.765857142857143,14.486314285714286,14.944500000000001,15.457328571428572,15.492,1043,1.1142,1.3912,1.4901,1.5527,1.5643,1.5751000000000002,1.5779,96.1217,16.8807,15.2385,16.8992,67.8624,0.5907,2021-11-09
12,15,30,150,1.5857142857142856,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,1.6275,1.7000714285714287,1.824742857142857,1.8897,2.3236714285714286,2.5525714285714285,1050,2.2532,2.3553428571428574,2.352757142857143,2.3242857142857143,2.275442857142857,2.1494,2.1087571428571428,100.46824285714285,16.8807,15.2385,16.8992,67.8624,0.5907,2021-11-16
12,15,30,151,2.1142857142857143,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,2.1119,2.1075000000000004,2.132342857142857,2.2788857142857144,2.5733,2.6302285714285714,1057,2.7986,2.814,2.812185714285714,2.848614285714286,2.8462,2.8236,2.815957142857143,92.45877142857144,16.8807,15.2385,16.8992,67.8624,0.5907,2021-11-23
12,15,30,152,0.0,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,0.0,0.0,0.0008714285714285715,0.025914285714285713,0.22025714285714285,0.3103142857142857,1064,2.441157142857143,2.3657857142857144,2.379985714285714,2.4333285714285715,2.4741285714285715,2.548028571428571,2.5690285714285714,81.64062857142858,16.8807,15.2385,16.8992,67.8624,0.5907,2021-11-30
12,15,30,153,3.3428571428571425,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,3.3561714285714284,3.380857142857143,3.4192,3.3999714285714284,3.1829714285714283,3.0784142857142855,1071,1.9609571428571428,2.049585714285714,2.1720857142857146,2.208971428571428,2.1942142857142857,2.1813714285714285,2.180542857142857,72.23868571428571,16.8807,15.2385,16.8992,67.8624,0.5907,2021-12-07
12,15,30,154,2.4428571428571426,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,2.2391571428571426,1.8844857142857143,1.2334857142857143,0.9378142857142857,0.7012857142857143,0.6967285714285715,1078,2.1548000000000003,1.8579714285714286,1.8433714285714287,1.9552142857142858,2.008057142857143,2.0574857142857144,2.068057142857143,64.10585714285715,16.8807,15.2385,16.8992,67.8624,0.5907,2021-12-14
12,15,30,155,1.7142857142857142,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,1.8409285714285717,2.0631857142857144,2.4462571428571427,2.5385,2.5463714285714287,2.5370142857142857,1085,1.294,1.2691571428571429,1.3273285714285714,1.5091142857142859,1.5720142857142856,1.606657142857143,1.6089142857142857,61.53084285714285,16.8807,15.2385,16.8992,67.8624,0.5907,2021-12-21
12,15,30,156,0.0,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.4219,1.5324,8.1393,0.1545,0.348,0.9356,0.16645,0.45685,1.0206,1.4439,2.235375,2.441875,1092,1.2808,1.3232,1.4303,1.6711999999999998,1.751225,1.79145,1.79305,63.06375,16.8807,15.2385,16.8992,67.8624,0.5907,2021-12-28
12,30,100,47,3.65,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.4219,1.5324,8.1393,0.1545,0.348,0.9356,3.19375,2.39805,1.01745,0.63085,0.37455,0.3271,334,0.4392,0.4004,0.3972,0.4114,0.41559999999999997,0.41635,0.4161,0.5936,25.8046,21.655,15.3801,63.0649,0.3833,2019-12-01
12,30,100,48,0.14285714285714285,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,0.27321428571428574,0.5005571428571429,0.9038857142857143,1.059057142857143,1.2850428571428572,1.3400857142857145,336,0.47174285714285713,0.42225714285714283,0.4152857142857143,0.4339857142857143,0.44335714285714284,0.4493,0.4499714285714286,0.6324857142857142,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2019-12-03
12,30,100,49,0.0,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,0.0,0.0,0.0,0.0,0.0,0.0,343,1.1318714285714286,0.7874428571428572,0.6738857142857143,0.6204999999999999,0.6271285714285714,0.6270285714285714,0.6244142857142857,0.6317,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2019-12-10
12,30,100,50,0.0,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,0.0,0.0,0.0,0.0,0.0,0.0,350,0.4077,0.3759,0.36432857142857145,0.3872857142857143,0.4092285714285714,0.4453714285714286,0.45558571428571426,0.5622,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2019-12-17
12,30,100,51,0.0,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,0.0,0.0,0.0,0.0,0.0,0.0,357,0.431,0.47302857142857146,0.4809285714285715,0.4815714285714286,0.4701857142857143,0.4292142857142857,0.41477142857142857,0.46152857142857145,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2019-12-24
12,30,100,52,0.09999999999999999,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,0.08750000000000001,0.0657,0.027100000000000003,0.014342857142857143,0.004685714285714286,0.0031428571428571426,364,0.5059857142857143,0.584,0.6056857142857143,0.6110285714285714,0.6066714285714285,0.6055857142857143,0.6069285714285714,0.3451857142857143,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2019-12-31
12,30,100,53,0.3,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,0.3163,0.3451571428571429,0.395,0.41005714285714284,0.4205285714285715,0.42201428571428573,371,0.5380285714285714,0.5648000000000001,0.5857285714285715,0.6039714285714286,0.6136714285714285,0.6311857142857143,0.6355142857142857,0.22697142857142857,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2020-01-07
12,30,100,54,3.685714285714286,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,3.426314285714286,2.973085714285714,2.173142857142857,1.9100714285714286,1.6886571428571426,1.6415000000000002,378,0.31967142857142855,0.3479,0.3638714285714286,0.38,0.38587142857142853,0.3999142857142857,0.40471428571428575,0.08378571428571428,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2020-01-14
12,30,100,55,0.5857142857142856,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,0.8394,1.282042857142857,2.065171428571429,2.324042857142857,2.5327714285714285,2.5725857142857143,385,0.3465714285714286,0.3280142857142857,0.3268714285714286,0.33567142857142857,0.3455285714285714,0.3665,0.3729,0.037342857142857136,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2020-01-21
12,30,100,56,0.0,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,0.0,0.0,1.4285714285714287e-05,0.0007,0.012185714285714286,0.0196,392,0.5297714285714286,0.5114428571428571,0.49679999999999996,0.4746714285714286,0.45867142857142856,0.41608571428571434,0.4018,0.0525,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2020-01-28
12,30,100,57,2.914285714285714,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,2.6290428571428572,2.131642857142857,1.238557142857143,0.8801714285714286,0.4554142857142857,0.35581428571428575,399,0.6855,0.6505285714285715,0.6421857142857144,0.6412428571428571,0.639457142857143,0.639,0.6392857142857142,0.2827571428571429,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2020-02-04
12,30,100,58,3.3857142857142857,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,3.6685714285714286,4.161557142857143,5.047642857142857,5.403642857142857,5.812314285714286,5.9019571428571425,406,0.7765285714285713,0.7669142857142858,0.7600285714285714,0.7522714285714286,0.7417714285714286,0.7146,0.7056285714285714,0.22795714285714283,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2020-02-11
12,30,100,59,0.4571428571428572,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,0.4585714285714286,0.4612142857142857,0.4654428571428571,0.4672142857142857,0.4830857142857143,0.4931142857142857,413,0.7593571428571428,0.7805571428571428,0.7984714285714285,0.8201,0.8298571428571428,0.8512714285714286,0.8581000000000001,0.8106714285714285,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2020-02-18
12,30,100,60,0.05714285714285715,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,0.057614285714285715,0.058499999999999996,0.059899999999999995,0.0602,0.06028571428571429,0.06028571428571428,420,0.8444857142857142,0.9930285714285715,1.0657714285714286,1.1279285714285714,1.1129857142857142,1.0388857142857142,1.0128285714285714,2.736842857142857,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2020-02-25
12,30,100,61,8.742857142857144,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,8.7381,8.729285714285714,8.715214285714286,8.7081,8.636999999999999,8.591771428571429,427,0.9024,1.1345,1.273,1.4337,1.4637,1.4745000000000001,1.4748,21.767157142857144,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2020-03-03
12,30,100,62,0.5714285714285714,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,0.5704714285714286,0.5687142857142857,0.5549999999999999,0.49820000000000003,0.3846428571428571,0.37202857142857143,434,1.0856714285714286,1.1689428571428573,1.203742857142857,1.2411571428571428,1.2475142857142856,1.2685571428571427,1.2767857142857142,27.544585714285713,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2020-03-10
12,30,100,63,0.0,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,0.0,0.0,0.010957142857142856,0.07138571428571429,0.25484285714285715,0.3127285714285714,441,1.1851714285714288,1.2516857142857145,1.2607142857142857,1.2801857142857143,1.2851857142857142,1.2876571428571428,1.2870714285714286,25.650985714285714,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2020-03-17
12,30,100,64,2.0571428571428574,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,1.8170285714285712,1.398357142857143,0.6563428571428572,0.4089428571428572,0.21747142857142857,0.18628571428571425,448,0.9011000000000001,1.0885,1.1483,1.1794857142857142,1.1792142857142858,1.172742857142857,1.1710857142857143,24.526085714285717,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2020-03-24
12,30,100,65,8.714285714285714,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,8.956914285714285,9.380385714285714,10.1036,10.129585714285714,9.173271428571427,8.72552857142857,455,0.9011000000000001,1.0885,1.1483,1.1799,1.1821,1.1835,1.1843,27.92132857142857,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2020-03-31
12,30,100,66,4.214285714285714,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,4.216557142857143,4.220542857142857,4.251185714285715,4.413428571428571,5.0762857142857145,5.328614285714286,462,0.9636714285714286,1.0799571428571428,1.1236428571428572,1.1612428571428572,1.1706,1.1790285714285713,1.1811285714285713,30.844771428571427,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2020-04-07
12,30,100,67,0.0,148.695,-34.4721,655666.5483,6184193.0032,529.0,5.7353,7.113,63.2836,1.4237,14.421900000000003,1.5324000000000002,8.1393,0.1545,0.348,0.9356,0.0,0.0,0.002157142857142857,0.06424285714285714,0.5502,0.7767142857142858,469,1.008357142857143,1.009642857142857,1.0239285714285715,1.0928,1.1236714285714287,1.1481571428571429,1.1513857142857142,30.3425,25.8046,21.655,15.3801,63.0649,0.3832999999999999,2020-04-14
